Item Number,Description,MSC#,Item Group,Item Sub Group,Supplier,Supplier Part Number,Brand,Unit Cost
2112,"0.0760 Drill Diameter Ã— 0.4130â€³ Flute Length Carbide Drill, 2 Flutes",20402-HAR,Holemaking,MicroDrillBits,,20402,Harvey Tool,13.2
2113,"0.0760 DIA MINI CARB DRILL, 8x LOF ",815402-HAR,Holemaking,MicroDrillBits,,815402,Harvey Tool,26.22
2114,"0.1160 Drill Diameter Ã— 0.4130â€³ Flute Length Carbide Drill, 2 Flutes",20487,Holemaking,MicroDrillBits,,20487,Harvey Tool,13.2
2301,0.0810 130 Deg Drill 0.80 LOF Uncoated,815414,Holemaking,MicroDrillBits,Central,815414,Harvey,14.2
2345,"0.0700 Drill, Solid Carbide, 0.700 LOC, AlTiN, 2.000 OAL",815390-C3 Harvey,Holemaking,MicroDrillBits,Central,815390-C3,Harvey,18.8
2412,0.0472 1.2MM 2.CD.060120.CS 6XD COOL THRU CARB DRILL,33701236,Holemaking,MicroDrillBits,MSC,2.CD.060120.CS,CrazyDrill,145.01
2438,"0.3125 5/16-24"" Port, 0.742"" Spotface Diam, 1/8"" Tube Outside Diam, Reamer Pilot, Carbide Tipped Porting Tool 0.276 to 0.3305"" Pilot Diam, 3"" OAL, 0.526"" Pilot OAL, 3 Flute, AS 5202, MS 33649, 2 Dash No.",274183,Holemaking,PortingTools,MSC,MS33649-2R,Scientific Cutting Tools,167.56
2439,"0.4375 7/16-20"" Port, 0.888"" Spotface Diam, 1/4"" Tube Outside Diam, Reamer Pilot, Carbide Tipped Porting Tool 0.393 to 0.4565"" Pilot Diam, 3.12"" OAL, 0.593"" Pilot OAL, 4 Flute, AS 5202, MS 33649, 4 Dash No.",274209,Holemaking,PortingTools,MSC,MS33649-4R,Scientific Cutting Tools,183.63
2440,"0.5625 9/16-18"" Port, 1.012"" Spotface Diam, 3/8"" Tube Outside Diam, Reamer Pilot, Carbide Tipped Porting Tool 0.513 to 0.5825"" Pilot Diam, 3.38"" OAL, 0.638"" Pilot OAL, 4 Flute, AS 5202, MS 33649, 6 Dash No.",274225,Holemaking,PortingTools,MSC,MS33649-6R,Scientific Cutting Tools,199.55
2444,"0.4375 7/16-20"" Port, 0.888"" Spotface Diam, 1/4"" Tube Outside Diam, Plain Pilot, Carbide Tipped Porting Tool 0.392 to 0.4565"" Pilot Diam, 3.12"" OAL, 0.362"" Pilot OAL, 4 Flute, AS 5202, MS 33649, 4 Dash No.",274035,Holemaking,PortingTools,MSC,MS33649-4S,Scientific Cutting Tools,151.46
1013,0.0945 SC Drill,Inactive,Holemaking,ScrewMachineLengthDrillBits,Central,VDS403A02400,,0
1014,0.0955 Long Drill,Basic Line,Holemaking,ScrewMachineLengthDrillBits,Central,HF3-122712-010,Tungsten Toolworks,0
1017,"0.1094 7/64"""" SC Drill",Inactive,Holemaking,ScrewMachineLengthDrillBits,Central,VDS401A02779,,0
1018,"0.1250 1/8"""" SC Drill",,Holemaking,ScrewMachineLengthDrillBits,Central,MZS01250MB VP15TF,,0
1025,0.2402 6.10mm SC Drill,Inactive,Holemaking,ScrewMachineLengthDrillBits,Central,VDS403A06100 WU25PD,,0
1030,"0.2813 9/32"""" Drill",Inactive,Holemaking,ScrewMachineLengthDrillBits,Central,59926550,,0
1034,0.4331 11.00mm SC Drill,,Holemaking,ScrewMachineLengthDrillBits,Central,VDS403A11000,,0
1035,0.4724 12.00mm SC Drill,,Holemaking,ScrewMachineLengthDrillBits,Central,TDS402A12000 WP20PD,,0
1036,"0.6250 5/8"""" SC Drill",,Holemaking,ScrewMachineLengthDrillBits,Central,551062511,,0
1096,0.2520 6.40 mm SERIES 103M SGS    CARBIDE DRILLS,8167132,Holemaking,ScrewMachineLengthDrillBits,MSC,63066,SGS,48.07
1108,0.4961 Screw Machine Length Drill Bits | Series/List: 5500 | Drill Bit Size (Decimal Inch):,50979913,Holemaking,ScrewMachineLengthDrillBits,MSC,551050011,OSG EXO-DRILLS,165.85
1109,"0.6250-5500 5/8"""" 140D WD1 OSG CARB 3XD CLNT DR",50979103,Holemaking,ScrewMachineLengthDrillBits,MSC,550062511,OSG EXO-DRILLS,197.47
1113,0.0591-MDW0150HGS3 CARB SCREW MACHINE DRILL,92229491,Holemaking,ScrewMachineLengthDrillBits,MSC,5VHY409,"SUMITOMO ELECTRIC CARBIDE,INC.",63.77
1114,0.0787 MDW0200HGS3 CARB SCREW MACHINE DRILL,68140904 - cant return,Holemaking,ScrewMachineLengthDrillBits,Central,5VHY414,"SUMITOMO ELECTRIC CARBIDE,INC.",61.63
1121,0.2362 6.00 mm 5600 6MM 140D WD1 OSG CARB 3XD SCR MACH DRL,44168201,Holemaking,ScrewMachineLengthDrillBits,MSC,8660600,,113.14
1122,0.3937 10.00 mm 5600 10MM 140D WD1 OSG CARB 3XD SCR MACH DRL,44168003,Holemaking,ScrewMachineLengthDrillBits,MSC,8661000,,194.69
1150,0.3150 8.00mm 5500 8MM 140D WD1 CTD    OSG CARB 3XD CLNT DR,50979509,Holemaking,ScrewMachineLengthDrillBits,MSC,8630800,OSG,96.29
1180,"0.2500 5600 1/4"""" 140D WD1 OSG CARB 3XD SCR MACH DRL",44168193,Holemaking,ScrewMachineLengthDrillBits,MSC,,,117.98
1186,"0.1251 5500 1/8"""" 140D WD1 CTD OSG CARB 3XD CLNT DR",75794719,Holemaking,ScrewMachineLengthDrillBits,MSC,,,58.11
1194,"0.5311 13.49mm Diam, 140Â° Point, Right Hand Cut, Spiral Flute, Screw Machine Length Drill Bit Solid Carbide, WD1 Finish, 68mm Flute Length, 134mm OAL, Straight Shank, Through Coolant",11439296,Holemaking,ScrewMachineLengthDrillBits,MSC,660053117,OSG,261.74
1195,0.2571 6.53mm LTR F 140D WD1 OSG CARB 3XD SCR MACH DRL,44168185,Holemaking,ScrewMachineLengthDrillBits,MSC,,,121.42
1198,0.1575 4.00mm 140D TIALN CARB 3XD CLNT DRL F/SS,61706438,Holemaking,ScrewMachineLengthDrillBits,MSC,,,51.69
1326,0.4410 Kennametal - 1913499 - Screw Machine Length Drill Bits | Series/List: B966A | Drill Bit Size (mm): 11.20,8000747,Holemaking,ScrewMachineLengthDrillBits,MSC,1913501,KENNAMETAL,77.77
1329,0.1495 #25 2463 118D FIREX GUHR SC GP 3XD SCR MCH,80136161,Holemaking,ScrewMachineLengthDrillBits,MSC,9.02E+12,GUHRING,16.61
1334,0.1299 3.3 mm 118D FIREX GUHR SC GP 3XD SCR MCH DR,62991625,Holemaking,ScrewMachineLengthDrillBits,MSC,9.02E+12,GUHRING,13.72
1336,0.0980 2463 #40 118D FIREX GUHR SC GP 3XD SCR MCH,62991807,Holemaking,ScrewMachineLengthDrillBits,MSC,9.02E+12,GUHRING,10.93
1351,0.2657 6.75 mm OSG - 550026511 - Screw Machine Length Drill Bits | Series/List: 5500 | Drill Bit Size (mm): 6.75,50978964,Holemaking,ScrewMachineLengthDrillBits,MSC,,,76.66
1406,0.3750 Kennametal - 2649374 - Screw Machine Length Drill Bits | Series/List: B976 | Drill Bit Size (mm): 9.53,5276340,Holemaking,ScrewMachineLengthDrillBits,MSC,,,91.22
1411,0.5276 - OSG - 8631340 - Screw Machine Length Drill Bits | Series/List: 5500 | Drill Bit Size (Decimal Inch): 0.5276,50979996,Holemaking,ScrewMachineLengthDrillBits,MSC,,OSG,165.85
1433,"0.1969 Inch, Solid Carbide, 118 Degree Point Angle, Spiral Type, Right Hand Screw Machine Length Drill Bit",62991351,Holemaking,ScrewMachineLengthDrillBits,MSC,9.02E+12,GUHRING,27.94
1453,"0.2650 17/64 Inch, Solid Carbide, 140 Degree Point Angle, Spiral Type, Right Hand",50978964,Holemaking,ScrewMachineLengthDrillBits,MSC,550026511,OSG,76.66
1455,"0.1754 Inch, Solid Carbide, 140 Degree Point Angle, Spiral Type, Right Hand Screw Machine Length Drill Bit",55470967,Holemaking,ScrewMachineLengthDrillBits,MSC,55470967,OSG,60.27
1458,"0.1636 Inch, Solid Carbide, 140 Degree Point Angle, Spiral Type, Right Hand",55470983,Holemaking,ScrewMachineLengthDrillBits,MSC,550016361,OSG,60.27
1460,"0.1770 Drill, TiAlN Coated, 2 FL, 1"" LOC",Production Tool,Holemaking,ScrewMachineLengthDrillBits,Central,TP45HP2551772,OSG,50.2
1474,"0.1360 Inch, Solid Carbide, 140 Degree Point Angle, Spiral Type, Right Hand Screw Machine Length Drill",58511213,Holemaking,ScrewMachineLengthDrillBits,MSC,4150183,Kennametal,33.33
1477,"0.0960 Inch, Solid Carbide, 140 Degree Point Angle, Spiral Type, Right Hand Screw Machine Length Drill",76274919,Holemaking,ScrewMachineLengthDrillBits,MSC,4151648,Kennametal,33.42
1478,"0.2210 Inch, Solid Carbide, 140 Degree Point Angle, Spiral Type, Right Hand Screw Machine Length Drill",58510959,Holemaking,ScrewMachineLengthDrillBits,MSC,4150221,Kennametal,33.95
1480,"1"""" Drill (custom)",,Holemaking,ScrewMachineLengthDrillBits,Central,A19-0177,,0
1507,"0.2283 Inch, Solid Carbide, 140 Deg Point, Spiral Type, Right Hand Screw Machine Length Drill Bit",50979319,Holemaking,ScrewMachineLengthDrillBits,MSC,8630580,OSG,72.32
1519,"0.4921 Inch, Solid Carbide, 140 Degree Point Angle, Spiral Type, RH Screw Machine Length Drill Bit",50979905,Holemaking,ScrewMachineLengthDrillBits,MSC,50979905,OSG,160.34
1538,"0.3150 Inch, Solid Carbide, 180 Degree Point Angle, Spiral Type, Right Hand Drill Bit",66100017,Holemaking,ScrewMachineLengthDrillBits,MSC,2450344,Kennametal,135.17
1547,"0.4375 Solid Carbide, 140 Degree Point Angle, Spiral Type, RH Screw Machine Length Drill Bit",50979038,Holemaking,ScrewMachineLengthDrillBits,MSC,550043711,OSG,143.76
1578,"0.1772 4.5mm, 140 Degree Drill Point Angle, Spiral Flute, Screw Machine Drill Bit",50979210,Holemaking,ScrewMachineLengthDrillBits,Central,8630450,OSG,59.55
1592,A26-0228 (Drill for Aviator),A26-0228 (Drill for Aviator),Holemaking,ScrewMachineLengthDrillBits,Central,A26-0228 (Drill for Aviator),Accuromm,0
1607,"0.4134 10.50 mm, 140 Degree Drill Point Angle, Spiral Flute, Screw Machine Drill Bit",50979707,Holemaking,ScrewMachineLengthDrillBits,MSC,8631050,OSG,131.47
1610,"0.4055 Inch, 140 Degree Drill Point Angle, Spiral Flute, Screw Machine Drill Bit",50979681,Holemaking,ScrewMachineLengthDrillBits,MSC,8631030,OSG,131.47
1613,"0.2874 Inch, 140 Degree Drill Point Angle, Spiral Flute, Screw Machine Drill Bit",50979459,Holemaking,ScrewMachineLengthDrillBits,MSC,8630730,OSG,89.95
1651,"0.1285 #30, 140 Degree Drill Point Angle, Spiral Flute, Screw Machine Drill Bit",76273895,Holemaking,ScrewMachineLengthDrillBits,MSC,4151105,Kennametal,46.98
1657,0.2500 Dia x 2.00 Reach Flat End Cbore AlTiN,25516-C3-HAR (Iwen),Holemaking,ScrewMachineLengthDrillBits,Central,25516-C3-HAR,Harvey,0
1671,"0.3701 9.40 mm 140 Degree Drill Point Angle, Spiral Flute, Drill, SC, WXL Coat, 47 mm fl, 106 mm OAL",36463628,Holemaking,ScrewMachineLengthDrillBits,MSC,8665940,OSG,117.43
1687,"0.1260 3.20 mm 140 De, Spiral Flute, Drill, SC, WXL Coating, 20 mm flute, 74 mm OAL",36465474,Holemaking,ScrewMachineLengthDrillBits,MSC,8665320,OSG EXO-DRILLS,58.81
1694,"0.0866 2.20 mm SC Drill, Through Coolant",53969879,Holemaking,ScrewMachineLengthDrillBits,MSC,5VHY416,"SUMITOMO ELECTRIC CARBIDE,INC.",69.83
1695,"0.2598 6.60 mm, SC Drill, 140 Deg, WXL Coating",36464758,Holemaking,ScrewMachineLengthDrillBits,MSC,48169066,OSG EXO-DRILLS,80.88
1696,"0.2913 7.40 mm,  SC Drill, 140 Deg, WXL Coating",36462570,Holemaking,ScrewMachineLengthDrillBits,MSC,8665740,OSG EXO-DRILLS,95.83
1697,"0.1563, SC Drill, 140 Deg, WXL Coating",36464261,Holemaking,ScrewMachineLengthDrillBits,MSC,520015612,OSG EXO-DRILLS,59.42
1726,"0.1563 5/32"", 140Â° Point Angle, Spiral Flute, Drill, SC, WXS Coated, 24mm Flute, 62mm OAL",77652949,Holemaking,ScrewMachineLengthDrillBits,MSC,595015611,OSG,71.32
1727,"0.2618 6.65 mm 140Â° Point Angle, Spiral Flute, Drill, SC, WXS Coated, 34mm Flute, 83mm OAL",55470884,Holemaking,ScrewMachineLengthDrillBits,MSC,595026211,OSG,94.25
1728,"0.3740 9.50 mm 140Â° Point Angle, Spiral Flute, Drill, SC, WXS Coated, 48mm Flute, 106mm OAL",55469506,Holemaking,ScrewMachineLengthDrillBits,MSC,595037411,OSG,140.92
1734,"0.3031 7.70 mm 140Â° Point Angle, Spiral Flute,Drill, SC, WD1 Coated, 41mm Flute Length, 79mm OAL",81686552,Holemaking,ScrewMachineLengthDrillBits,MSC,3320770,OSG EXO-DRILLS,64.77
1740,"Form Tool, 60 Degree Drill",03-0020 (Primary),Holemaking,ScrewMachineLengthDrillBits,Central,03-0020,Primary,0
1751,71 Degree Form Drill (13-0019),13-0019-C (Primary),Holemaking,ScrewMachineLengthDrillBits,Central,13-0019-C,Primary,0
1760,0.2756 7.00mm Sold Carbide Drill ADO-3D,48831697,Holemaking,ScrewMachineLengthDrillBits,MSC,8690700,OSG EXO-DRILLS,87.25
1762,64 Degree Form Drill (03-0021),03-0021 (Primary),Holemaking,ScrewMachineLengthDrillBits,Central,03-0021,Primary,0
1767,"0.2756 7.00mm WXS 140D Exopro Carbide Drill, Inconel",55475917,Holemaking,ScrewMachineLengthDrillBits,MSC,595027611,OSG,104.7
1770,0.0860 Standard Point Drill (Deburr),AC50144P (Prod Tool),Holemaking,ScrewMachineLengthDrillBits,Central,AC50144P,Production Tool,0
1771,0.4685 11.90mm Solid Carbide Drill,48818942,Holemaking,ScrewMachineLengthDrillBits,MSC,8691190,OSG EXO-DRILLS,169.18
1784,"0.2992 7.6mm, 140Â° Point Angle, Spiral Flute, Drill, SC, WXL Coated, 38mm Flute, 94mm OAL",36462554,Holemaking,ScrewMachineLengthDrillBits,MSC,8665760,OSG EXO-DRILLS,104.37
1786,"0.1929 4.9mm, 140Ã‚Â° Point Angle, Spiral Flute,Drill Solid Carbide, WXL Coated, 30mm Flute, 80mm OAL",36464824,Holemaking,ScrewMachineLengthDrillBits,MSC,8680490,OSG EXO-DRILLS,63.11
1787,"0.2441 6.2mm, 140Ã‚Â° Point Angle, Spiral Flute, Drill, Solid Carbide, WXL Coated, 31mm Flute, 88mm OAL",36464790,Holemaking,ScrewMachineLengthDrillBits,MSC,8680620,OSG EXO-DRILLS,77.05
1788,"0.3125 7.94mm, 140Ã‚Â° Point Angle, Spiral Flute,Drill, Solid Carbide, WXL Coated, 40mm Flute, 94mm OAL",36465334,Holemaking,ScrewMachineLengthDrillBits,MSC,520031212,OSG EXO-DRILLS,100.36
1797,"0.4331 11.00mm 120 deg, HSS, TiN, Al, Drill",131235,Holemaking,ScrewMachineLengthDrillBits,MSC,61610,OSG EXO-DRILLS,61.15
1798,"0.4134 10.50mm 120 deg, HSS, TiN, Al, Drill",131193,Holemaking,ScrewMachineLengthDrillBits,MSC,61605,OSG EXO-DRILLS,59.08
1809,40 Degree Form Drill (04-0018),04-0018 (Primary),Holemaking,ScrewMachineLengthDrillBits,Central,04-0018,Primary,0
1811,0.0866 2.20mm OSG Carb 2XD Drill - 5400 140D EXO WD1,81685745,Holemaking,ScrewMachineLengthDrillBits,,81685745,OSG,40.41
1814,"0.1417 3.60 mm, 140deg point, RH, spiral flute, SC, EgiAs Finish, 22mm flute, 74mm OAL, straight shank, Through coolant",48831879,Holemaking,ScrewMachineLengthDrillBits,MSC,8690360,OSG EXO-DRILLS,61.2
1819,"0.0984 2.50mm SC Drill, 140 deg, TiAlN, 15mm Flute, 50mm OAL",48821946,Holemaking,ScrewMachineLengthDrillBits,MSC,HP243-0984,OSG EXO-DRILLS,16.96
1821,"0.0630 1.60mm SC DRILL, 140 DEG, TIALN, 10MM FLUTE, 40MM OAL",48820922,Holemaking,ScrewMachineLengthDrillBits,MSC,HP243-0630,OSG EXO-DRILLS,17.04
1824,"0.1654 4.20mm 140 DEG SC DRILL, TIALN, 24MM FLUTE, 66 OAL, THROUGH COOLANT",46811063,Holemaking,ScrewMachineLengthDrillBits,MSC,HP253-1654,OSG EXO-DRILLS,40.6
1826,"0.0945 2.40mm Drill, SC, 135 deg, 21mm Flute, 46mm OAL",55471494,Holemaking,ScrewMachineLengthDrillBits,MSC,215-0945,OSG EXO-DRILLS,14.68
1836,"0.1299 3.30mm 140Â° Point Drill Solid Carbide, TiAlN Finish, 20mm Flute, 62mm OAL, Through Coolant",46811345,Holemaking,ScrewMachineLengthDrillBits,MSC,HP253-1299,OSG EXO-DRILLS,39.39
1847,"0.2402 6.10mm SC Drill, 34mm Flute, 79mm OAL, EgiAs Finish",48830996,Holemaking,ScrewMachineLengthDrillBits,MSC,8670610,OSG,52.02
1854,0.1772  4.50mm 140 Deg 3 Flute Coolant Through OSG Drill,48803894,Holemaking,ScrewMachineLengthDrillBits,,,,0
1902,"0.3858 9.80mm FLAT BOTTOM DRILlS, HSS & COBALT QIA",44398949,Holemaking,ScrewMachineLengthDrillBits,,,,0
1917,"0.3780 9.60mm Diam, 140Â° Point, Right Hand Cut, Spiral Flute, Screw Machine Length Drill Bit",48830673,Holemaking,ScrewMachineLengthDrillBits,,,,0
1940,"0.0760 1.93mm Wire, 140Â° Point, Right Hand Cut, Spiral Flute, Screw Machine Length Drill Bit Vanadium High Speed Steel, TiN Finish, 12mm Flute Length, 44mm OAL, Straight Shank",89412589,Holemaking,ScrewMachineLengthDrillBits,,,,0
1942,"0.5000 12.70mm  Diam, 140Â° Point, Right Hand Cut, Spiral Flute, Screw Machine Length Drill Bit â€“ Solid Carbide, Multilayer TiAlN Finish, 2.3622"" Flute Length, 4.2126"" OAL, Straight Shank, Through Coolant",58513391,Holemaking,ScrewMachineLengthDrillBits,,,,133.98
1943,"0.4843 12.30mm Diam, 140Â° Point, Right Hand Cut, Spiral Flute, Screw Machine Length Drill Bit â€“ Solid Carbide, EgiAs Finish, 62mm Flute Length, 128mm OAL, Straight Shank, Through Coolant",48821219,Holemaking,ScrewMachineLengthDrillBits,,,,175.95
1944,"0.4016 10.20mm Diam, 140Â° Point, Right Hand Cut, Spiral Flute, Screw Machine Length Drill Bit Solid Carbide, EgiAs Finish, 51mm Flute Length, 113mm OAL, Straight Shank, Through Coolant",48819585,Holemaking,ScrewMachineLengthDrillBits,,,,149.45
1945,"0.3976 10.10mm Diam, 140Â° Point, Right Hand Cut, Spiral Flute, Screw Machine Length Drill Bit â€“ Solid Carbide, EgiAs Finish, 51mm Flute Length, 113mm OAL, Straight Shank, Through Coolant",48820278,Holemaking,ScrewMachineLengthDrillBits,,,,144.26
1946,"0.3976 10.10mm Diam, 140Â° Point, Screw Machine Length Drill Bit Solid Carbide, TiAlN Finish, 55mm Flute Length, 102mm OAL, Through Coolant",46810529,Holemaking,ScrewMachineLengthDrillBits,,,,117.65
1947,"0.2953 7.50mm Diam, 140Â° Point, Right Hand Cut, Spiral Flute, Screw Machine Length Drill Bit â€“ Solid Carbide, EgiAs Finish, 38mm Flute Length, 94mm OAL, Straight Shank, Through Coolant",48818850,Holemaking,ScrewMachineLengthDrillBits,,,,98.71
1948,"0.2008 5.10mm Diam, 140Â° Point, Right Hand Cut, Spiral Flute, Screw Machine Length Drill Bit Solid Carbide, EgiAs Finish, 26mm Flute Length, 82mm OAL, Straight Shank, Through Coolant",48831382,Holemaking,ScrewMachineLengthDrillBits,,,,77.86
1949,"0.1732 4.40mm Diam, 140Â° Point, Right Hand Cut, Spiral Flute, Screw Machine Length Drill Bit Solid Carbide, EgiAs Finish, 27mm Flute Length, 80mm OAL, Straight Shank, Through Coolant",48819353,Holemaking,ScrewMachineLengthDrillBits,,,,0
1950,"0.1596 4.05mm Diam, 140Â° Point, Right Hand Cut, Spiral Flute, Screw Machine Length Drill Bit Solid Carbide, EgiAs Finish, 25mm Flute Length, 80mm OAL, Straight Shank, Through Coolant",48817233,Holemaking,ScrewMachineLengthDrillBits,,,,67.68
1952,"0.5220 13.26mm Carbideâ€“Tipped 6 Flute Chucking Reamer â€“ Straight Flute, 7/16"" Straight Shank, 2"" Flute Length, 8"" OAL",48819353,Holemaking,ScrewMachineLengthDrillBits,,,,75.68
1989,"0.3583 9.10mm Diam, 140Â° Point, Right Hand Cut, Spiral Flute, Screw Machine Length Drill Bit Solid Carbide, EgiAs Finish, 46mm Flute Length, 106mm OAL, Straight Shank, Through Coolant",48819239,Holemaking,ScrewMachineLengthDrillBits,,,,125.79
1994,"0.4410 11.20mm Diam, 140Â° Point, Screw Machine Length Drill Bit Solid Carbide, TiAlN Finish, 55mm Flute Length, 102mm OAL, Through Coolant  Part #: 46810438",46810438,Holemaking,ScrewMachineLengthDrillBits,,,OSG,126.35
2006,"0.2677 6.80mm Diam, 140Â° Point, Right Hand Cut, Spiral Flute, Screw Machine Length Drill Bit â€“ Solid Carbide, EgiAs Finish, 34mm Flute Length, 88mm OAL, Straight Shank, Through Coolant",48819395,Holemaking,ScrewMachineLengthDrillBits,,8700680,OSG,84.12
2007,"0.3307 8.40mm Diam, 140Â° Point, Right Hand Cut, Spiral Flute, Screw Machine Length Drill Bit â€“ Solid Carbide, EgiAs Finish, 42mm Flute Length, 101mm OAL, 10mm Shank, Through Coolant",48820252,Holemaking,ScrewMachineLengthDrillBits,,,OSG,114.9
2032,"0.1969 5.00mm 140Â° Solid Carbide Screw Machine Drill Bit WD1 Finish, 28mm Flute Length, 66mm OAL, Through Coolant",46810974,Holemaking,ScrewMachineLengthDrillBits,, HP253-1969,OSG,43.56
2039,"0.1720 4.37mm  140Â° Solid Carbide Screw Machine Drill Bit WD1 Finish, 24mm Flute Length, 66mm OAL",40347478,Holemaking,ScrewMachineLengthDrillBits,,HP243-1720,OSG,32.79
2147,"0.1260 3.20mm 140Â° Spiral Flute Solid Carbide Screw Machine Drill Bit WXL Finish, Right Hand Cut, 20mm Flute Length, 74mm OAL, Straight Shank, Through Coolant",36465474,Holemaking,ScrewMachineLengthDrillBits,,8665320,OSG,58.81
2158,"0.2874 7.30mm 140Â° Spiral Flute Solid Carbide Screw Machine Drill Bit EgiAs Finish, Right Hand Cut, 37mm Flute Length, 94mm OAL, Straight Shank, Through Coolant",48831705,Holemaking,ScrewMachineLengthDrillBits,,8690730,OSG,98.71
2166,"0.4921 12.50mm 140Â° Spiral Flute Solid Carbide Screw Machine Drill Bit EgiAs Finish, Right Hand Cut, 63mm Flute Length, 128mm OAL, Straight Shank, Through Coolant",48818884,Holemaking,ScrewMachineLengthDrillBits,,8691250,OSG,175.95
2175,0.4055 10.30mm AQDEX L9818 FB DRILL NACHI QIA,95461620,Holemaking,ScrewMachineLengthDrillBits,,721489,Nachii,0
2176,"0.2992 7.60mm Nachi Flat Bottom Aqua Drill, 2.735 LOC",95027769,Holemaking,ScrewMachineLengthDrillBits,,721219,Nachii,0
2177,0.1654 4.20mm 3XD AQUA EX FLAT CARB OH DRILL QIA,32239501,Holemaking,ScrewMachineLengthDrillBits,,718898,Nachii,0
2178,0.1417 3.60mm AQUA CARBIDE DRILL 0718830 QIA,65490146,Holemaking,ScrewMachineLengthDrillBits,,718830,Nachii,0
2181,"0.4055 180Â° Spiral Flute Solid Carbide Screw Machine Drill Bit EgiAs Finish, Right Hand Cut, 46mm Flute Length, 90mm OAL, Straight Shank",48823579,Holemaking,ScrewMachineLengthDrillBits,,,,0
2201,"0.1260 3.20mm 140Â° Solid Carbide Screw Machine Drill Bit WD1 Finish, 20mm Flute Length, 62mm OAL, Through Coolant",46811352,Holemaking,ScrewMachineLengthDrillBits,,HP253-1260,OSG,40.97
2209,"0.1654 4.20mm 140Â° Spiral Flute Solid Carbide Screw Machine Drill Bit EgiAs Finish, Right Hand Cut, 24mm Flute Length, 66mm OAL, Straight Shank",48831416,Holemaking,ScrewMachineLengthDrillBits,,8670420,OSG,47.64
2252,"0.3110 7.90mm 140Â° Spiral Flute Solid Carbide Screw Machine Drill Bit EgiAs Finish, Right Hand Cut, 40mm Flute Length, 94mm OAL, Straight Shank, Through Coolant",48818819,Holemaking,ScrewMachineLengthDrillBits,,8690790,OSG,99.41
2395,"0.1770 #16 130Â° Spiral Flute Powdered Metal Screw Machine Drill Bit TiCN Finish, Right Hand Cut, 24mm Flute Length, 68mm OAL, Standard Point, Straight Shank",81134124,Holemaking,ScrewMachineLengthDrillBits,MSC,9599045,OSG,18.86
1065,"0.5000 -1/2"""" 90D ACCUPRO CARB NC SPOT DR",89698666,Holemaking,SpottingDrills,MSC,,,56.45
1452,0.2500 Spotting Drills | Body Diameter (Inch): 1/4,89698690,Holemaking,SpottingDrills,MSC,7.33E+11,ACCUPRO,23.11
1763,"0.5000 142Â° Point, Solid Carbide, 3"" Overall Length, Spotting Drill",44850550,Holemaking,SpottingDrills,MSC,34124,KEO CUTTERS INC.,47.32
1560,"0.1260 3.20 mm, 130 Degree Point, Solid Carbide, Straight Flute Drill Bit",80242514,Holemaking,Straight-Flute&DieDrillBits,MSC,1198564,Kennametal,70.6
1626,"0.1890 130 Degree Point, Solid Carbide, Straight Flute Drill Bit",8000226,Holemaking,Straight-Flute&DieDrillBits,MSC,1198580,Kennametal,76.75
1628,"0.3071 7.80 mm, 130 Degree Point, Solid Carbide, Straight Flute Drill Bit",81830259,Holemaking,Straight-Flute&DieDrillBits,MSC,1198620,Kennametal,100.45
1630,"0.1654 4.20 mm, 130 Degree Point, Solid Carbide, Straight Flute Drill Bit",80242555,Holemaking,Straight-Flute&DieDrillBits,MSC,1198572,Kennametal,72.9
1634,"0.1260 3.20 mm, 130 Degree Point, Solid Carbide, Straight Flute Drill Bit",80242514,Holemaking,Straight-Flute&DieDrillBits,MSC,1198564,Kennametal,70.6
1652,"0.1969 5.00 mm, 130 Degree Point, Solid Carbide, Straight Flute Drill Bit",80242373,Holemaking,Straight-Flute&DieDrillBits,MSC,1191612,Kennametal,77.19
1653,"0.3750 3/8 Inch, 130 Degree Point, Solid Carbide, Straight Flute Drill Bit",81830705,Holemaking,Straight-Flute&DieDrillBits,MSC,1201039,Kennametal,146.78
1079,0.1285 -#30 PTD BRGHT TPR LENGTH DRILL R52,78558566,Holemaking,TaperLengthDrillBits,MSC,,,10.14
1146,0.3750 5530 3/8 140D EXO WD1 OSG CARB 10XD CLNT JBR DR,40784720,Holemaking,TaperLengthDrillBits,MSC,553037512,,177.8
1209,0.1142 2.90 mm 5520 140D EXO WD1 OSG CARB 8XD CLNT TPR DRL,81683146,Holemaking,TaperLengthDrillBits,MSC,,,112.84
1300,0.2638 6.70mm 5520 140D EXO WD1    OSG CARB 8XD CLNT TPR DRL,81682742,Holemaking,TaperLengthDrillBits,MSC,552026311,OSG,136.13
1342,0.8750 Hertel - Taper Length Drill Bits | Drill Bit Size (Inch): 7/8 | Drill Bit Size (Decimal Inch): 0.8750,77425981,Holemaking,TaperLengthDrillBits,,,,53.73
1846,"0.2402 6.10mm SC Drill, 87mm Flute, 140mm OAL,Through Coolant, EgiAs Finish",48877450,Holemaking,TaperLengthDrillBits,MSC,8710610,OSG,145.51
1901,"0.2656  6.75mm, 140Â° Point, Spiral Flute, Solid Carbide Taper Length Drill Bit â€“ EgiAs Finish, 74mm Flute Length, 125mm OAL",48900062,Holemaking,TaperLengthDrillBits,,,,0
1915,"0.1181 3.00mm, 140Â° Point, Spiral Flute, Solid Carbide Taper Length Drill Bit TiAlN Finish, 34mm Flute Length, 72mm OAL",61721833,Holemaking,TaperLengthDrillBits,,,,0
