Item Number,Description,MSC#,Item Group,Item Sub Group,Supplier,Supplier Part Number,Brand,Unit Cost
2332,0.030 Radius Back Corner Rounding End Mill 0.115 D 0.187 LOC 3 Flute,Harvey 60630,ENDMILLS,,Central,Harvey 60630,Harvey,60.5
2333,"CCMT32.52 PM Grade 4315 Carbide Turning Insert TiCN/Al2O3/TiN Finish, 80° Parallelogram, 3/8"" Inscr Circle, 5/32"" Thick, 1/32"" Corner Radius",52042025,,,MSC,6533048,Sandvik,12.89
2334,"266 Internal Right Hand 12 UN Laydown Threading Insert Grade 1125, TiCrAlN/TiAlN Coated Carbide, 9.525mm Inscribed Circle",54467683,,,MSC,5757954,Sandvik,27.29
2335,"0.059 Full Rad Groove Tool, Profile Insert, 0.1575 Body for Capto",11934106,,,MSC,7582604,Sandvik,24.16
2336,"0.1250 5 Flute Single End Solid Carbide 0.03"" Corner Radius End Mill - AlTiCrN, 1-1/2"" OAL, 1/4"" LOC, 1/8"" Shank Diam, 38Â° Helix, RH Cut, RH Flute, Centercutting",42504076,,,MSC,6502784,ACCUPRO (BMH),22.5
2337,0.1250 #0 Center Drill 82 Deg Carbide 1/32 point 1/32 length,74148503,,,MSC,74148503,HERTEL (MT),24.3
2338,"0.5625 9/16-28 UNS H3 4-Flute Bright Finish High Speed Steel Straight Flute Standard Hand Tap - Bottoming Chamfer, Right Hand Thread, 3-19/32"" OAL, 3B",4845301,,,MSC,JY4845301,INTERSTATE THREADING (W)(APO),61.59
2339,0.378 Carbide Tipped 4 Flute Chucking Reamer 1.75 Flute,82037805,,,MSC,2400096,ROCK RIVER (HANNIBAL),71.06
2340,"0.2500 1/4"" Diam 5 Flute Single End Solid Carbide 0.06"" Corner Radius End Mill - AlTiCrN, 3"" OAL, 1"" LOC, 1/4"" Shank Diam, 38Â° Helix, RH Cut, RH Flute, Centercutting",42515940,,,MSC,6503139,ACCUPRO (BMH),36.81
2341,0.063 Groove Boring Tool 1/4 Min Hole Diameter 0.060 Projection Solid Carbide,76348929,,,MSC,GT062Q-8A,"SCIENTIFIC CUTTING TOOLS, INC.",33.33
2342,0.4094 10.40mm Solid Carbide Drill 3.307 LOC 5.748 OAL,18075267,,,MSC,8703040,OSG,176.46
2343,0.0775 Reamer 4 Flute,72007750,,,MSC,433-0.0775 ,YANKEE CORP,31.16
2344,0.0840 Reamer 4 Flute,2008407,,,MSC,SM0400840,INTERSTATE (IAT) REAMERS,22.38
2345,"0.0700 Drill, Solid Carbide, 0.700 LOC, AlTiN, 2.000 OAL",815390-C3 Harvey,DRILL,,Central,815390-C3,Harvey,18.8
2346,"0.1875 Ball Nose End Mill, 0.281 LOC, 2.812 Reach, Uncoated",49312 Harvey,ENDMILLS,,Central,49312,Harvey,49.7
2347,"0.1875 Square End Mill, 0.281 LOC, 2.812 Reach, 3 Flute, ALTiN",49012-C3,,,Central,49012-C3,Harvey,52.2
2348,"0.3750 #4-1/2 Plain Cut 60° Incl Angle Cobalt Combo Drill & Countersink 3/8"" Body Diam, 9/64"" Point Diam x 9/64"" Point Length, 6"" OAL, Right Hand Cut, Double End",95095394,,,MSC,24562,Keo,89.93
2349,0.7500 3/4-20 UNEF H3 4-Flute Bright Finish High Speed Steel Straight Flute Standard Hand Tap,4847174,,,MSC,JY4847174, INTERSTATE THREADING (W)(APO) ,46.39
2350,"0.0938 3/32"" Diam 4 Flute Single End Solid Carbide 0.03"" Corner Radius End Mill Uncoated, 1-1/2"" OAL, 0.279"" LOC, 1/8"" Shank Diam, 30° Helix, RH Cut, RH Flute, Centercutting",62780002,,,MSC,62780002,Accupro,17.72
2351,"0.7500 3/4"" Diam 5 Flute Single End Solid Carbide 1/4"" Corner Radius End Mill AlTiCrN, 5"" OAL, 2-1/4"" LOC, 3/4"" Shank Diam, 38° Helix, RH Cut, RH Flute, Centercutting",42521377,,,MSC,42521377,Accupro,166.89
2352,"266RG..UN..A External Right Hand 20 UN Laydown Threading Insert Grade 1125, TiAlN/Cr2O3 Coated Carbide",50914464,,,MSC,5757944,Sandvik,26.7
2353,"CCMT32.51 PM Grade 4315 Carbide Turning Insert TiCN/Al2O3/TiN Finish, 80° Parallelogram, 3/8"" Inscr Circle, 5/32"" Thick, 1/64"" Corner Radius",54748884,,,MSC,6533047,Sandvik,13.01
2354,"0.3750 Keyseat Cutter, 0.156 Width, 0.015 CR. 0.187 Neck, 0.562 Neck Length, 2.500 OAL",970065-HAR,KEYWAY CUTTER,,Central,970065-HAR,Harvey,88.9
2355,"0.7500 Keyseat Cutter, 0.093 Width, 0.115 Radial DOC, 0.500 Neck and Shank, 3.000 OAL, 10 Flute",52040-HAR,KEYWAY CUTTER,,Central,52040-HAR,Harvey,102
2356,"0.062 Full Radius Groove Insert, 0.854 Dia, U313",93464196,,,MSC,U313003162TN35,PH Horn,49.36
2357,"0.5220 Reamer, 8 OAL, 2 Flute Length, HSS",74944513,,,MSC,74944513,Interstate,45.49
2358,"266 Internal Right Hand 20 UN Laydown Threading Insert Grade 1125, TiCrAlN/TiAlN Coated Carbide, 9.525mm Inscribed Circle",92246875,,,MSC,5757959,Sandvik,27.29
2359,"0.1690 Dovetail Form Tool, Rough, 72132-43548 RevIR",,Dovetail,,Central,,Primary Tool,65
2360,"0.1790 Dovetail Form Tool, Finish, 72132-43548 RevIR",,Dovetail,,Central,,Primary Tool,74
2361,"0.0938 0.139"" LOC, 1/8"" Shank Diam, 2-1/2"" OAL, 3 Flute, Solid Carbide Square End Mill Single End, AlTiN Finish, Spiral Flute, 30° Helix, Centercutting, Right Hand Cut, Right Hand Flute, Series Miniature",62786835,,,MSC,62786835, ACCUPRO (MINIATURES) ,30.18
2362,"0.1640 #8-32 UNC 2 Flute 2B Bottoming Spiral Flute Tap Powdered Metal, TiCN Finish, 2-1/8"" OAL, Right Hand Flute, Right Hand Thread, H3, Series 313",62576889,,,MSC,142208,OSG INC. (EXO-TAPS) ,24.34
2363,"0.0313 1/32"" Radius, 3 Flute Solid Carbide Corner Rounding End Mill - Single End, Uncoated, 2"" OAL, 3/16"" Shank Diam",57794489,,,MSC,16092,MELIN TOOL COMPANY INC ,22.69
2364,0.7800 ICM Drill Insert IC908 Sumocham,82532979,,,MSC,5508613,Iscar,106.45
2365,"0.5000 10 Degree Included Taper End Mill, 0.250 Tip, Carbide, 3 Flute",3280971,,,MSC,32337,SGS,77.8
2366,"0.0781 5/64"" Diam 4 Flute Single End Solid Carbide 0.015"" Corner Radius End Mill AlTiN, 1-1/2"" OAL, 1/4"" LOC, 1/8"" Shank Diam, 30° Helix, RH Cut, RH Flute, Centercutting",58716655,,,MSC,58716655,Accupro,18.95
2367,"0.0394 1mm, 4mm LOC, 3mm Shank Diam, 38mm OAL, 2 Flute, Solid Carbide Square End Mill Single End, AlTiN Finish, Spiral Flute, 30° Helix, Centercutting, Right Hand Cut, Right Hand Flute",76490507,,,MSC,76490507,Accupro,15.13
2368,"0.2402 6.1mm 140° Solid Carbide Jobber Drill AlTiN Finish, Right Hand Cut, Spiral Flute, Straight Shank, 91mm OAL",41576547,,,MSC,41576547,Accupro,74.7
2369,0.5000 A Brand Square OSG 1 LOC 3 OAL,94889490,,,MSC,82001421,OSG,65.29
2370,0.3750 A Brand OSG End Mill 0.875 LOC 2.5 OAL,94889128,,,MSC,82000821,OSG,44.04
2371,"0.7031 Reamer, 8 Flute, 2.25 LOC, HSS",30149538,,,MSC,30149538,Hertel,62.69
2372,"266 Internal Right Hand 16 UN Laydown Threading Insert Grade 1125, TiCrAlN/TiAlN Coated Carbide, 9.525mm Inscribed Circle",50173152,,,MSC,5757957,Sandvik,27.29
2373,"DS200104 M7 Grade 1344 Carbide Indexable Drill Insert TiAlN Finish, Irregular Shape, 6.02mm Inscribed Circle, 2.3mm Thick, 0.35mm Corner Radius",98645831,,,MSC,7549899,Sandvik,17.03
2374,"DS200104 M7W Grade 4334 Carbide Indexable Drill Insert TiCN/Al2O3/TiN Finish, Irregular Shape, 2.73mm Thick, 0.4mm Corner Radius",98645765,,,MSC,7549890,Sandvik,17.03
2375,"0.3745 High Speed Steel 6 Flute Dowel Pin Chucking Reamer Straight Flute, Straight Shank, 1-3/4"" Flute Length, 7"" OAL",30146799,,,MSC,2558385,HERTEL REAMERS (APO),26.54
2376,"0.4000 High Speed Steel 6 Flute Chucking Reamer Straight Flute, Straight Shank, 1-3/4"" Flute Length, 7"" OAL",43994581,,,MSC,10748,ALVORD POLK,32.77
2377,"0.5010 High Speed Steel 6 Flute Chucking Reamer Straight Flute, Straight Shank, 2"" Flute Length, 8"" OAL",30146492,,,MSC,2557502,HERTEL REAMERS (APO),31.83
2378,"0.3440 High Speed Steel 6 Flute Chucking Reamer Straight Flute, Straight Shank",2033447,,,MSC,1.44E+14,ADDISON & COMPANY LIMITED,31.11
2379,"0.3860 Letter W High Speed Steel 6 Flute Chucking Reamer Straight Flute, Straight Shank, 1-3/4"" Flute Length, 7"" OAL",30146757,,,MSC,2292233,HERTEL REAMERS (APO),27.94
2380,"0.2570 Letter F High Speed Steel Chucking Reamer Straight Flute, Straight Shank, 1-1/2"" Flute Length, 6"" OAL",30144463,,,MSC,2292068,HERTEL REAMERS (APO),20.42
2381,"0.1145 High Speed Steel 4 Flute Chucking Reamer Straight Flute, Straight Shank, 7/8"" Flute Length, 3-1/2"" OAL",30158554,,,MSC,72011455,HERTEL REAMERS (APO),30.29
2382,"0.3580 Letter T High Speed Steel Chucking Reamer Straight Flute, Straight Shank, 1-3/4"" Flute Length, 7"" OAL",2319200,,,MSC,1.44E+14,ADDISON & COMPANY LIMITED,19.13
2383,"0.3594 23/64"" 140° Solid Carbide Jobber Drill EgiAs Finish, Right Hand Cut, Spiral Flute, Straight Shank, 136mm OAL",48803993,,,MSC,651035811,OSG EXO-DRILLS,146.23
2384,"0.3594 23/64"" 140° 2-Flute Solid Carbide Extra Length Drill Bit EgiAs Finish, 220mm Flute Length, 290mm OAL, 3/8"" Shank Diam, Through Coolant, Series 6540",48878888,,,MSC,654035912,OSG EXO-DRILLS,446.35
2385,"0.5000 1/2"" High Speed Steel 6 Flute Chucking Reamer Straight Flute, Straight Shank, 2"" Flute Length, 8"" OAL",30146500,,,MSC,2290328,HERTEL REAMERS (APO),29.84
2386,"0.1772 #16 140° 2-Flute Solid Carbide Extra Length Drill Bit EgiAs Finish, 110mm Flute Length, 165mm OAL, 6mm Shank Diam, Through Coolant, Series 6540",48875603,,,MSC,8714450,OSG EXO-DRILLS,305.82
2387,"0.1563 5/32"" 140° Spiral Flute Solid Carbide Taper Length Drill Bit EgiAs Finish, 50mm Flute Length, 100mm OAL, Straight Shank, Through Coolant, Series 6530",48900393,,,MSC,653015612,OSG EXO-DRILLS,120.45
2388,"0.1840 High Speed Steel 6 Flute Chucking Reamer Straight Flute, Straight Shank, 1-1/8"" Flute Length, 4-1/2"" OAL",30157630,,,MSC,30157630,HERTEL REAMERS (APO),33.12
2389,"0.1610 #20 High Speed Steel Chucking Reamer Straight Flute, Straight Shank, 1-1/8"" Flute Length, 4-1/2"" OAL",30144323,,,MSC,30144323,HERTEL REAMERS (APO),16.95
2390,"0.2500 3/4"" LOC, 1/4"" Shank Diam, 2-1/2"" OAL, 3 Flute, Solid Carbide Square End Mill Single End, ZrN Finish, Spiral Flute, 37° Helix, Centercutting, Right Hand Cut, Right Hand Flute",65249849,,,MSC,65249849,ACCUPRO (PROGRESSIVE EM'S),31.43
2391,"0.5000 Keyseat Cutter, 0.062 Width, 0.250 Neck, Radial DOC 0.115, 8 Flutes, 3 OAL",849320-HAR,KEYWAY CUTTER,,Central,849320,Harvey,84.8
2392,0.6250 Keyseat Cutter 0.125 Width 0.312 Neck Length,950660-HAR,KEYWAY CUTTER,,Central,950660-HAR,Harvey,201
2393,0.3125 40 TPI Threadmill 0.660 LOC 2.5 OAL,57286288,,,MSC,TM235-40,Scientific Cutting Tools,100.87
2394,"0.0787 PH Horn Insert 0.854 Dia, Full Radius, 313 System",53884839,,,MSC,313.0010.20 TN35,PH Horn,48.65
2395,"0.1770 #16 130° Spiral Flute Powdered Metal Screw Machine Drill Bit TiCN Finish, Right Hand Cut, 24mm Flute Length, 68mm OAL, Standard Point, Straight Shank",81134124,,,MSC,9599045,OSG,18.86
2396,"0.1380 #6-32 UNC, 3 Flute, 3° Helix, Semi-Bottoming Chamfer, V Finish, Powdered Metal Spiral Flute STI Tap Right Hand Flute, 2-3/8"" OAL, 0.194"" Shank Diam, 1.1457"" Thread Length, 2B Class of Fit, Series 315",49147374,,,MSC,31540308,OSG,56.9
2397,"0.1640 #8-32 UNC, 3 Flute, 3° Helix, Semi-Bottoming Chamfer, V Finish, Powdered Metal Spiral Flute STI Tap Right Hand Flute, 2-3/8"" OAL, 0.22"" Shank Diam, 1.0276"" Thread Length, 2B Class of Fit, Series 315",49147549,,,MSC,31540408,OSG,36.88
2398,"0.1875 3/16"", 0.281"" LOC, 1 Reach, 3/16"" Shank Diam, 3"" OAL, 3 Flute, Solid Carbide Square End Mill Single End, Uncoated, Spiral Flute, 30° Helix, Centercutting, Right Hand Cut, Right Hand Flute, Series Miniature",62787544,,,MSC,62787544,Accupro,30.55
2399,"0.5080 Series ICM, 12.9mm Diam Grade IC908 140° Replaceable Drill Tip Carbide, TiAlN Finish, 12 Seat Size",82494881,,,MSC,5506696,Iscar,85.14
2400,"0.7020 High Speed Steel 8 Flute Chucking Reamer Straight Flute, Straight Shank, 2-1/4"" Flute Length, 9"" OAL",30160907,,,MSC,30160907,Hertel,92.2
2401,"0.6875 11/16"" 140° Solid Carbide Jobber Drill TiAlN Finish, Right Hand Cut, Spiral Flute, Round with Flats Shank, 6-23/32"" OAL, V-Point Point",67400416,,,MSC,U101509,Sumitomo,230.7
2402,"0.0394 Full Radius Milling Insert, 313 System",77424919,,,MSCPending,313.0005.10 TN35,PH Horn,48.65
2403,0.3750 Countersink 100 Degree Included 0.250 Shank 4 Flute,79562542,,,MSC,79562542,Hertel,44.89
2404,"0.2283 5.8mm 140° Solid Carbide Jobber Drill WD1 Finish, 82mm OAL",43486018,,,MSC,HP255-2283,OSG,55.69
2405,"0.7600 Series ICM, 0.76"" Diam Grade IC908 140° Replaceable Drill Tip Carbide, TiAlN Finish, 19 Seat Size, Through Coolant",87556494,,,MSC,5508260,Iscar,105.92
2406,"0.5000 1/2"" Diam 6 Flute Single End Solid Carbide 0.03"" Corner Radius End Mill AlTiN, 4"" OAL, 2"" LOC, 1/2"" Shank Diam, 38° Helix, RH Cut, RH Flute, Centercutting",38369450,,,MSC,6113106,Kennametal,110.49
2407,0.1575 4 Flute for Inconel Square End Mills | Mill Diameter (mm): 4.00 | Mill Diameter (Decimal Inch): 0.1575,98913510,,,MSC,6769547H1TE,Kennametal,36.69
2408,"DNMG432 FP Grade KCU10 Carbide Turning Insert AlTiN Finish, 55° Diamond, 1/2"" Inscr Circle, 3/16"" Thick, 1/32"" Corner Radius",69257632,,,MSC,4171828,Kennametal,17.8
2409,"CCMT32.52 MP Grade KCU10 Carbide Turning Insert AlTiN Finish, 80° Diamond, 3/8"" Inscr Circle, 5/32"" Thick, 1/32"" Corner Radius",91974865,,,MSC,3744977,Kennametal,15.94
2410,"CCMT21.52 FP Grade KCU10 Carbide Turning Insert TiAlN Finish, 80° Diamond, 1/4"" Inscr Circle, 3/32"" Thick, 1/32"" Corner Radius",76370998,,,MSC,3769292,Kennametal,14.23
2411,"0.3620 7/16-14 Internal 4-Flute Solid Carbide Helical Flute Thread Mill TiCN Finish, 0.362"" Cut Diam, 3/8"" Shank Diam, 0.857"" LOC",46796702,,,MSC,80114,Vargus,252.87
2412,0.0472 1.2MM 2.CD.060120.CS 6XD COOL THRU CARB DRILL,33701236,,,MSC,2.CD.060120.CS,CrazyDrill,145.01
2413,"0.5000 1/2"" Diam 6 Flute Single End Solid Carbide 0.03"" Corner Radius End Mill AlTiN, 3"" OAL, 1"" LOC, 1/2"" Shank Diam, 38° Helix, RH Cut, RH Flute, Centercutting",38369559,,,MSC,6113069,Kennametal,97.74
2414,"0.2500 15° Per Side 1/8"" Small End Diam, 0.287"" LOC, 2 Flute Solid Carbide Tapered Ball End Mill Uncoated, 2-1/2"" OAL, 1/4"" Shank Diam, Spiral Flute, Centercutting",8753154,,,MSC,8753154,Accupro,85.43
2415,3/4X3/4X23/4X5 .090R 5FL SC ALCRN CR SEM  ,11857141,,,MSC,6503998,ACCUPRO (BMH),198.64
2416,"88005C LM Grade 1144 Carbide Indexable Drill Insert TiAlN/AlCr2O3 Finish, Square, 8.4mm Inscribed Circle",31835994,,,MSC,5765756,Sandvik,20.05
2417,"88005P MS Grade 2044 Carbide Indexable Drill Insert TiAlN/AlCr2O3 Finish, Square, 8.9mm Inscribed Circle",43457613,,,MSC,5765747,Sandvik,20.05
2418,"SNHX1407 ME10 Grade MS2050 Carbide Milling Insert TiAlN/NbN Finish, 6.59mm Thick, 14mm Inscribed Circle",99389132,,,MSC,3213544,Seco,24.17
2419,"CCMT32.52 PM Grade 4305 Carbide Turning Insert TiCN/Al2O3/TiN Finish, 80° Diamond, 3/8"" Inscr Circle, 5/32"" Thick, 1/32"" Corner Radius",49449929,,,MSC,6709532,Sandvik,10.52
2420,"CPMT21.51 PF Grade 4315 Carbide Turning Insert TiCN/Al2O3/TiN Finish, 80° Diamond, 1/4"" Inscr Circle, 3/32"" Thick, 1/64"" Corner Radius",49964711,,,MSC,6612564,Sandvik,10.5
2421,"CPMT21.51 MF Grade 1125 Carbide Turning Insert TiAlN/AlCr2O3 Finish, 80° Diamond, 1/4"" Inscr Circle, 3/32"" Thick, 1/64"" Corner Radius",52077120,,,MSC,5725947,Sandvik,10.07
2422,0.3125 Carbide Tipped 4 Flute Reamer,72190200,,,MSC,72190200,ROCK RIVER (HANNIBAL),50.65
2423,"0.1900 #10-24 UNC 2B 3 Flute V Finish Powdered Metal Spiral Point Tap Plug Chamfer, Right Hand Thread, 7/8"" Thread Length, 0.194"" Shank Diam, H3, Series 13063",58791633,,,MSC,1306300508,OSG INC. (EXO-TAPS),25.95
2424,"0.1360 #6-32 UNC 2B 3 Flute V Finish Powdered Metal Spiral Point Tap Plug Chamfer, Right Hand Thread, 2"" OAL, 11/16"" Thread Length, 0.141"" Shank Diam, H3, Series 13063",51292126,,,MSC,1306300308,OSG INC. (EXO-TAPS),25.32
2425,"0.1640 #8-32 UNC 2B 3 Flute V Finish Powdered Metal Spiral Point Tap Plug Chamfer, Right Hand Thread, 3/4"" Thread Length, 0.168"" Shank Diam, H3, Series 13063",57691842,,,MSC,1306300408,OSG INC. (EXO-TAPS),25.32
2426,"0.3750 3/8-24 UNF 3 Flute H3 Bright Finish High Speed Steel Spiral Point Extension Tap Plug Chamfer, 6"" OAL, 3B Class of Fit",9975673,,,MSC,9975673,INTERSTATE THREADING (W)(APO),36.38
2427,"0.2362 M6x1 M 3 Flute 6H Spiral Flute Tap High Speed Steel, Uncoated, 81.5mm OAL, Right Hand Thread, Series CoroTap 300",49633738,,,MSC,6539140,SANDVIK COROMANT,23.62
2428,"0.0630 Solid Carbide 4 Flute Chucking Reamer Straight Flute, Straight Shank, 3/8"" Flute Length, 1-1/2"" OAL",45674462,,,MSC,45674462,HERTEL (MT),33.23
2429,"0.0625 Solid Carbide 4 Flute Chucking Reamer Straight Flute, Straight Shank, 3/8"" Flute Length, 1-1/2"" OAL",79890141,,,MSC,79890141,HERTEL (MT),19.46
2430,"0.1969 M5x0.80 2 Flute 6H Modified Bottoming Spiral Flute Tap Vanadium High Speed Steel, TiN Finish, 70mm OAL, Right Hand Flute, Right Hand Thread, D4, Series 16455",57689929,,,MSC,1645505084,OSG INC. (EXO-TAPS),36.77
2431,"0.7500 5 Flute Solid Carbide 0.03"" Corner Radius End Mill AlTiCrN Finish, 4"" OAL, 1-5/8"" LOC, 3/4"" Shank Diam, 38° Helix, RH Cut, RH Flute, Centercutting",42514414,,,MSC,42514414,ACCUPRO (BMH),165.23
2432,"0.1640 #8-32 UNC 2B Modified Bottoming Thread Forming Tap Cobalt, TiCN Finish, 63mm OAL, 3/4"" Thread Length, Right Hand Thread, H5 Thread Limit, Series 16250",70647789,,,MSC,1625008325,OSG,43.65
2433,"0.3750 3/8"" Dia 3 Flute Solid Carbide 0.03"" Corner Radius End Mill ZrN Finish, 4"" OAL, 1/2"" LOC, 3/8"" Shank Diam, 37° Helix, RH Cut, RH Flute, Centercutting, 2-1/8"" Extended Reach",48339535,,,MSC,35037508NS34030,Accupro,89.45
2434,"0.393"" Carbide-Tipped 4 Flute Chucking Reamer Straight Flute, Straight Shank, 1-3/4"" Flute Length, 7"" OAL",82039306,,,MSC,2400.393,Made in USA,62.03
2435,"0.3125 5/16-24 Internal 3-Flute Solid Carbide Helical Flute Thread Mill AlTiN+ Finish, 0.234"" Cut Diam, 1/4"" Shank Diam, 0.641"" LOC",2154243,,,MSC,TMI234-24HA,Scientific Cutting Tools,147.89
2436,"0.5625 9/16-18 Internal 4-Flute Solid Carbide Helical Flute Thread Mill AlTiN+ Finish, 0.37"" Cut Diam, 3/8"" Shank Diam, 0.911"" LOC",2154318,,,MSC,TMI370-18HA,Scientific Cutting Tools,179.79
2437,"0.2500 1/4-28 UNF, 3 Flute, Bottoming Chamfer, Bright Finish, High Speed Steel Spiral Flute STI Tap Right Hand Flute, 2-23/32"" OAL, 0.318"" Shank Diam, 1-1/8"" Thread Length, 3B Class of Fit",64832561,,,MSC,5906-4,Heli-Coil,26.28
2438,"0.3125 5/16-24"" Port, 0.742"" Spotface Diam, 1/8"" Tube Outside Diam, Reamer Pilot, Carbide Tipped Porting Tool 0.276 to 0.3305"" Pilot Diam, 3"" OAL, 0.526"" Pilot OAL, 3 Flute, AS 5202, MS 33649, 2 Dash No.",274183,,,MSC,MS33649-2R,Scientific Cutting Tools,167.56
2439,"0.4375 7/16-20"" Port, 0.888"" Spotface Diam, 1/4"" Tube Outside Diam, Reamer Pilot, Carbide Tipped Porting Tool 0.393 to 0.4565"" Pilot Diam, 3.12"" OAL, 0.593"" Pilot OAL, 4 Flute, AS 5202, MS 33649, 4 Dash No.",274209,,,MSC,MS33649-4R,Scientific Cutting Tools,183.63
2440,"0.5625 9/16-18"" Port, 1.012"" Spotface Diam, 3/8"" Tube Outside Diam, Reamer Pilot, Carbide Tipped Porting Tool 0.513 to 0.5825"" Pilot Diam, 3.38"" OAL, 0.638"" Pilot OAL, 4 Flute, AS 5202, MS 33649, 6 Dash No.",274225,,,MSC,MS33649-6R,Scientific Cutting Tools,199.55
2441,"0.2500 1/4"" Diam 7 Flute Solid Carbide 0.02"" Corner Radius End Mill AlTiN Finish, 3"" OAL, 1-1/8"" LOC, 1/4"" Shank Diam, 37° Helix, RH Cut, RH Flute, Centercutting",58750605,,,MSC,12178706, ACCUPRO (CARBIDE END MILLS),65.67
2442,0.375 R.020 Cut .375 LOC 1.5 SHK .375 OAL 3.5 FL 7 HEV-L-70375-R.020,27247,ENDMILLS,,Central,HEV-L-70375-R.020,Helical,56.2
2443,0.5000 R.020 Cut .500 LOC 1.625 SHK .500 AOL 4.00 FL7 HEV-M-70500-R.020,81817,ENDMILLS,,Central,HEV-M-70500-R.020,Helical,105.3
2444,"0.4375 7/16-20"" Port, 0.888"" Spotface Diam, 1/4"" Tube Outside Diam, Plain Pilot, Carbide Tipped Porting Tool 0.392 to 0.4565"" Pilot Diam, 3.12"" OAL, 0.362"" Pilot OAL, 4 Flute, AS 5202, MS 33649, 4 Dash No.",274035,,,MSC,MS33649-4S,Scientific Cutting Tools,151.46
2445,"0.0250 1/4-28 UNF 3 Flute 3B Bottoming Spiral Flute Tap Powdered Metal, V Finish, 80mm OAL, Right Hand Flute, Right Hand Thread, H3, Series 16505",49194434,,,MSC,1650510908,OSG,22.38
2446,"0.1870 Ball End Mills Mill .1870 Ø,  .5620 LOC, 6FL BALL EM, FOR STEELS 55RC, AlTiN NANO",14979421,,,MSC,843512-C6,HARVEY TOOL,39.2
2447,"0.0780 .0780Ø, .117 LOC, 1.950 REACH, SQURE EM, 3FL, LONG REACH STUB FLUTE, UNCOATED",44964005,,,MSC,38078,HARVEY TOOL,58.4
2448,"CCMT32.52 MP Grade KCM25B Carbide Turning Insert TiOCN Finish, 80° Diamond, 3/8"" Inscr Circle, 5/32"" Thick, 1/32"" Corner Radius",61273058,,,MSC,5591783,Kennametal,16.42
2449,"0.7500 3/4"" Diam 5 Flute Solid Carbide 0.03"" Corner Radius End Mill AlTiCrN Finish, 5"" OAL, 2-1/4"" LOC, 3/4"" Shank Diam, 38° Helix, RH Cut, RH Flute, Centercutting",42514356,,,MSC,6502994,Accupro,173.54
2450,"0.1015 #38 140° Solid Carbide Jobber Drill Multilayer TiAlN Finish, Right Hand Cut, Spiral Flute, Straight Shank, 58mm OAL, Standard Point",76293398,,,MSC,4149158,Kennametal,64.54
2451,H600 WXCU05T312 Grade IC882 Carbide Milling Insert TiAlN/TiN Finish,33596305,,,MSCPending,3309413,ISCAR,45.41
2452,".3750 3/8"" Diam 5 Flute Solid Carbide 0.015"" Corner Radius End Mill AlTiN Finish, 4"" OAL, 1-7/8"" LOC, 3/8"" Shank Diam, 43° Helix, RH Cut, RH Flute",46877981,,,MSCPending,5059627,Kennametal,128.68
3000,"1.3268 M33.7x4, 90 degree thread-form, 4 flute, spiral point, full shank (1.106-1.108), TINCOAT",SO19143- PTC,,,,SO19143- PTC,Precision Threading Corp.,325
3001,"1.2500 1.250-7, 4 flute, spiral point, full shank (1.019-1.021), TINCOAT", SO16886-01-PTC,,,, SO16886-01-PTC,Precision Threading Corp. ,430
3002,"1.2500 1.250-6.4, 90 degree thread-form, 4 flute, spiral point, full shank (1.106-1.108), TINCOAT",SO19140-PTC,,,,SO19140-PTC,Precision Threading Corp.,635
3003,"1.3200 1.320-5/32, 90 deg thread-form, 4 flute, spiral point, full shank (1.106-1.108, TINCOAT",SO19142-PTC,,,,SO19142-PTC,Precision Threading Corp. ,0
3004,"0.5512-1.7717 14.00mm-45.00mm  Max Drill Depth, 3xD, 14mm Diam, Indexable Insert Drill Takes 2 Inserts, C4 Modular Connection Shank",54955430,,,,5962205- 881-D1400C4-03,Sandvik Coromant,521.1
3005,"0.4724 1.5354 12.00mm-39.00mm Max Drill Depth, 3xD, 12mm Diam, Indexable Insert Drill Takes 2 Inserts, C4 Modular Connection Shank",57872137,,,,5765275-880-D1200C4-03,Sandvik Coromant,521.1
3006,"2.9528 75.00mm  8;C4;8 System Size, Modular Tool Holding System Adapter 75mm Projection, 20mm Body Diam, 3.8976"" OAL",15860562,,,,C4-391.19-08 075,Sandvik Coromant,454.79
3007,"0.7874 20.00mm Right Hand Cut, Size 25, CCMT 3(2.5)2 Insert Compatiblity, Modular Turning & Profiling Cutting Unit Head 17mm Ctr to Cutting Edge, 20mm Head Length, Through Coolant, Series CoroTurn 107",54906995,,,,6536141-SL-SCLCR-25-09HP,Sandvik Coromant,378.9
3008,"0.9843 25.00mm Insert Style SL-266R/LKF, 25mm Head Length, Right Hand Cut, External Modular Threading Cutting Unit Head System Size 25, 17mm Center to Cutting Edge, Series CoroThread 266",54896485,,,,5750140-SL-266RKF-252517-16,Sandvik Coromant,379.8
3009,"1.2500 1.250-6.4 Tap, 5 Flute, Spiral Point, Full Shank, TiAN coating",,TAPS,,Central,19140,,525
3010,"2.9528 75.00mm C4;10 System Size, Modular Tool Holding System Adapter 75mm Projection, 24mm Body Diam, 99mm OAL, Through Coolant",62802459,,,,5728007 - C4-391.19-10 075,Sandvik Coromant,486
3011,"2.9528 75.00mm 12;C4;12 System Size, Modular Tool Holding System Adapter 75mm Projection, 24mm Body Diam, 3.8976"" OAL",49500267,,,,5727989 C4-391.19-12 075,Sandvik Coromant,432.54
